date,population,admission,release
2023-10-25,130765.60788037952,3334.105411350955,3638.4084076687686
2023-10-26,130495.0280983474,3367.8286256366687,3621.9084076687695
2023-10-27,130453.94831631535,3580.8286256366687,3359.741741002102
2023-10-28,130598.20186761658,3501.53100658905,1507.991741002102
2023-10-29,131487.4554189178,2397.2452923033356,1560.991741002102
2023-10-30,131886.3756368857,1960.7452923033347,3817.991741002103
2023-10-31,131046.46252152028,2978.0786256366687,3420.009598144959
2023-11-01,130617.781549012,2992.0786256366687,3679.009598144959
2023-11-02,130043.60057650368,3104.8286256366687,3558.532325417687
2023-11-03,129868.36278581357,3383.2945347275777,3477.532325417687
2023-11-04,129944.4583284568,3552.8778680609107,1530.698992084353
2023-11-05,131004.88720443334,2593.6278680609107,1650.7415452758423
2023-11-06,131452.8160804099,2100.6278680609107,4278.445470957593
2023-11-07,130569.88345403905,3395.5128445867326,3478.552613814735
2023-11-08,130382.09368481107,3293.0128445867326,3755.177613814735
2023-11-09,130020.92891558302,3394.0128445867326,3869.5109471480687
2023-11-10,129605.09747968838,3451.1795112533996,1946.9109471480688
2023-11-11,130368.46604379371,2710.429511253399,1345.3109471480686
2023-11-12,131281.83460789907,2258.679511253399,1456.9776138147354
2023-11-13,131727.86983867103,1903.0128445867322,4017.8867047238264
2023-11-14,130743.40506944303,3320.0128445867326,3882.7276138147354
2023-11-15,130190.94030021502,3329.4128445867327,3880.144280481402
2023-11-16,129651.97553098702,3342.0128445867326,3851.4776138147354
2023-11-17,129086.51076175903,3286.0128445867326,3477.381459968582
2023-11-18,129157.87291560794,3548.4743830482716,1611.1122291993508
2023-11-19,129885.73506945687,2338.9743830482707,1642.8622291993508
2023-11-20,130210.5972233058,1969.9743830482707,4212.312229199351
2023-11-21,128982.75937715471,2983.7243830482707,3862.9788958660174
2023-11-22,128145.42153100364,3026.6410497149377,3547.7788958660176
2023-11-23,127451.68368485251,2854.441049714938,1107.745562532684
2023-11-24,127900.44583870147,1558.1077163816042,1520.1788958660175
2023-11-25,128684.20799255038,2303.941049714938,1261.1788958660177
2023-11-26,129437.9701463993,2014.9410497149377,1314.7187408272578
2023-11-27,129859.96206769007,1736.0906621180382,3703.3654074939245
2023-11-28,129079.32065564752,2921.123995451372,3577.7654074939246
2023-11-29,128702.57924360498,3203.423995451372,3389.8675351534994
2023-11-30,128493.2208102858,3180.5091018343505,3547.450868486833
2023-12-01,128162.44571030002,3217.425768501017,3695.8372321231964
